Landmark,RL,AP,SI
L3L*,-83.8299,-15.687,49.8956
L3R*,1.03504,-13.9924,56.3906
L4L*,-79.81393,-8.5575,16.6711
L4R*,5.05101,-6.8629,23.1661
L5L*,-75.79796,-1.428,-16.5534
L5R*,9.06698,0.2666,-10.0584
TrXFiducials015*,,,
T1L*,-16.77077,-27.46825,363.9665
T1R*,44.12493,-28.03345,375.6765
T2L*,-26.3948,-71.0184,364.63
T2R*,22.9543,-71.3624,359.692
T3L*,-27.6256,-68.4063,340.915
T3R*,21.7235,-68.7503,335.977
T4L*,-28.8564,-65.7942,317.2
T4R*,20.4927,-66.1382,312.262
T5L*,-30.0872,-63.1821,293.485
T5R*,19.2619,-63.5261,288.547
T6L*,-31.318,-60.57,269.77
T6R*,18.0311,-60.914,264.832
T7L*,-32.5488,-57.9579,246.055
T7R*,16.8003,-58.3019,241.117
T8L*,-33.7796,-55.3458,222.34
T8R*,15.5695,-55.6898,217.402
T9L*,-33.4324,-54.4395,201.424
T9R*,12.7607,-51.3719,190.888
T10L*,-36.3603,-51.2293,182.644
T10R*,5.82104,-42.8976,167.598
T11L*,-38.7085,-48.087,157.409
T11R*,-0.279187,-33.4821,144.36
T12L*,-39.8771,-45.2483,130.202
T12R*,-5.47462,-30.1276,123.24
L1L*,-54.1876,-44.4859,98.1699
L1R*,-4.50608,-16.5779,97.8383
L2L*,-55.0554,-37.9412,66.9852
L2R*,1.50914,-13.0615,77.0118
L3L*,-52.48169,-32.91065,40.9796
L3R*,4.08285,-8.03095,51.0062
L4L*,-49.90798,-27.8801,14.974
L4R*,6.65656,-3.0004,25.0006
L5L*,-47.33427,-22.84955,-11.0316
L5R*,9.23027,2.03015,-1.005
TrXFiducials016*,,,
T1L*,-16.77077,-27.46825,363.9665
T1R*,44.12493,-28.03345,375.6765
T2L*,-12.0829,-27.2616,340.115
T2R*,48.8128,-27.8268,351.825
T3L*,-3.58396,-27.4638,313.256
T3R*,49.6896,-27.2113,330.981
T4L*,0.943322,-24.6852,293.18
T4R*,54.8758,-26.7705,310.745
T5L*,8.65215,-19.6433,272.497
T5R*,63.3755,-26.7273,290.936
T6L*,12.381,-16.0757,255.101
T6R*,72.2131,-26.2671,270.166
T7L*,16.9607,-9.64559,236.716
T7R*,77.5399,-26.495,246.112
T8L*,19.7518,-4.66898,217.545
T8R*,78.5698,-23.3303,220.667
T9L*,23.0862,-4.79015,196.599
T9R*,74.6375,-19.8091,190.256
T10L*,24.1569,2.85635,180.517
T10R*,71.6798,-13.082,167.907
T11L*,23.7808,6.49987,155.279
T11R*,64.2424,-2.28969,144.332
T12L*,17.3442,8.70155,125.023
T12R*,54.4239,4.80653,117.114
L1L*,1.84008,21.602,101.98
L1R*,64.6728,14.5994,90.6165
L2L*,-15.5049,20.8308,78.5598
L2R*,64.4124,17.9729,64.8111
L3L*,-25.0505,23.2868,49.9917
L3R*,63.8419,22.4932,38.6159
L4L*,-16.6082,22.2862,15.8428
L4R*,51.5888,24.0479,10.3996
L5L*,-18.5136,22.56325,-15.3398
L5R*,49.6834,24.32495,-20.783
EOF,,,
